name,status,Usage
Viaziz Scam,closed,Private
Sooligan,operating,Private
Maozhao,closed,Public
Wifi Online,closed,Public
CCS Holding,operating,Public
Retail Rocket,operating,Private
Sadra Medical,operating,Private
Aristotle Circle,operating,Private
Sonabos Technologies,operating,Private
SRM Solutions,closed,Private
Kalion,operating,Private
Times pace Intelligent Technology,operating,Public
LearnSprout,operating,Public
Tao Sales,operating,Private
ShuttzButtz,operating,Private
Nayam Innovations,operating,Public
Anygma,operating,Public
Soundtrap AB,operating,Private
Metacrine,operating,Public
AppGyver,operating,Private
ABODO,operating,Public
FlowVella,operating,Private
Tengrade,operating,Public
H-umus,operating,Public
LY.com,operating,Public
Solari Energy,operating,Public
edugates - Experience a New Language,operating,Private
Integrated International Payroll,operating,Public
ANDevices,operating,Public
Infor,operating,Private
Med ePad,closed,Public
Gripp'n Tech,operating,Private
ClearTracks,operating,Public
Core Stix,operating,Private
Moneytree,closed,Public
Food on the Table,operating,Private
Shotnote,operating,Public
TravelAI,operating,Public
Sawtooth Ideas,operating,Public
Initiate Systems,operating,Private
Giver,operating,Public
Land Systems Corp.,closed,Public
Zlango,closed,Public
Arvirago,closed,Public
Steek SA,operating,Private
Gan & Lee Pharmaceutical,operating,Private
Stat,operating,Public
Furdo,operating,Public
Zigi Games Ltd,operating,Public
Sividon Diagnostics,operating,Public
New Futuro,operating,Private
Tidalwave Trader,closed,Public
Lantech,operating,Private
CenturyLink,operating,Private
6Rooms,operating,Public
Fastnet Oil and Gas,operating,Public
TIP Solutions,operating,Public
Excelimmune,operating,Private
POINT Biomedical,operating,Public
Rovio Entertainment,operating,Private
Mark43,operating,Public
Article One Partners,operating,Private
Epicerie,operating,Private
JUMPTHECUT,operating,Private
Life Care Medical Devices,operating,Private
Yicha Online,operating,Public
Celtra Inc.,operating,Public
Luxalia,operating,Public
Taggle Internet Ventures Private,closed,Public
Quizrr,operating,Private
Equals6,operating,Public
Brain Sentry,operating,Public
Aquantia,operating,Private
StoryCorps,operating,Public
MNG Laboratories,operating,Private
ShoorK,operating,Public
CybEye,operating,Private
plista,operating,Public
DUHEM,operating,Public
iBiz Software,operating,Private
Socset.,operating,Private
4 Cast Broadcasting Corporation,operating,Public
AppShare,operating,Public
Vology,operating,Private
Get Gone Traveler,operating,Private
Lakeside Endoscopy Center,operating,Private
TrustID,operating,Public
ArtistForce,closed,Public
TK Energi,operating,Public
fundfindr,operating,Public
Emoticast,operating,Public
NIN Ventures,operating,Public
nodishes.co.uk,operating,Public
Vintela,closed,Private
Comparison Creator,closed,Public
Groupspeak,operating,Public
MusicNow,operating,Private
Vaccinogen,operating,Private
Content Calendr,closed,Private
Congenica,operating,Private
Usbek & Rica,operating,Public
Koinify,operating,Public
FreshDigitalGroup,operating,Public
WIV Labs,operating,Public
zPerfectGift,operating,Public
WhatClinic.com,operating,Public
IndiaMART,operating,Public
Brainz Games,operating,Private
Oxitec,operating,Private
VIDA Software,closed,Public
Eved,operating,Public
Precog,operating,Public
Poliglota,operating,Public
GoodLife Fitness,operating,Public
Kynded,operating,Public
Orexigen Therapeutics,operating,Public
SVR Tracking,operating,Private
XLABS,operating,Public
Fraudwall Technologies,operating,Public
PlazaVIP.com S.A.P.I. de C.V.,operating,Private
Md7,operating,Private
Edinburgh Molecular Imaging,operating,Private
Bio-Adhesive Alliance,operating,Private
BVG India,operating,Public
IconPulse,operating,Private
Basisnote AG,operating,Public
YAP Jobs,operating,Private
FirstRide,operating,Public
Sommer Pharmaceuticals,operating,Public
Backup Circle,closed,Private
Slinky,operating,Public
Genemation,operating,Public
Atlas Obscura,operating,Public
Sage Wireless Group,operating,Private
Cubito,operating,Public
FreshGrade,operating,Public
Health Essentials,operating,Public
Webstep,operating,Private
GageIn,operating,Private
Cupcake Entertainment,operating,Public
ParkFlyRent,operating,Public
MegaZebra,operating,Public
PartnerGo,operating,Public
Kami,operating,Private
Cadec Global,operating,Public
99tests,operating,Private
ReferStar,operating,Public
Zeetl,operating,Public
MailFrontier,operating,Private
VLinks Media,operating,Public
Green Throttle Games,operating,Public
Albatross Golf Network,operating,Public
SuperMighty,operating,Public
Perillon Software,operating,Private
Quantira Technologies,closed,Public
Reality Jockey,operating,Public
Virtkick,operating,Private
HungryBuddies.com,closed,Public
5BARz International,operating,Private
Eyeota,operating,Public
AgileSwitch,operating,Public
OwnOut,operating,Public
Re5ult,operating,Public
FlyingCodes,operating,Public
NanoPrecision Holding Company,operating,Private
Rent My Vacation Home USA,operating,Public
Bonsai AI,operating,Private
Relay Ventures,operating,Private
Explain Everything,operating,Private
Identity Engines,operating,Private
Opportunity Network,operating,Private
Conatix,operating,Public
nourissh,operating,Private
KSY Corporation,operating,Public
Green Hills,operating,Private
The Highway Girl,operating,Private
Bolsa de Mulher Group,operating,Private
Validas,operating,Public
HyperMed,operating,Public
Lumos Networks Corporation,operating,Private
Sabre Energy,operating,Private
Kinvision,operating,Public
XSI Semi Conductors,operating,Private
AutoNavi,operating,Public
Linekong,operating,Public
Xadira Games,operating,Private
Zenput,operating,Private
Bwareit,closed,Private
SecurSolutions,operating,Private
Anna-Rita Sloss Enterprises,operating,Public
MyStore,operating,Private
Zudy,operating,Public
Domain Apps,operating,Public
CUJO,operating,Private
Tower of Pizza,operating,Public
Ischemix,operating,Public
Common Sense Media,operating,Private
Gorkha,operating,Private
Doubloon,closed,Public
Mobile Content Networks,operating,Private
OpenBazaar,operating,Public
pinion-pins,operating,Public
Platster Inc.,operating,Private
WeFi,operating,Public
Ringthree Technologies,operating,Private
ShapeShift.io,operating,Public
Daydream.io,operating,Private
Bellstrike,operating,Private
Dwllr,operating,Public
SweetLabs,operating,Private
Fariqak,operating,Public
Netqwerk,operating,Public
AAC Technologies Holdings,operating,Public
Sincuru,closed,Private
TeamSupport,operating,Public
"o9 Solutions, Inc.",operating,Private
Aquavit Pharmaceuticals,operating,Public
Efficas,operating,Public
Thoughtly,operating,Public
MesMateriaux,operating,Public
TVA Medical,operating,Private
Carmageddon,operating,Private
Bromium,operating,Private
Celsion,operating,Private
Supportie,operating,Private
Magenta Medical,operating,Public
Bee Resilient,operating,Private
CancerIQ,operating,Public
Fictiontree,operating,Private
Havelide Systems,operating,Public
Astroscale,operating,Private
BKON Connect,operating,Public
Localsensor,operating,Public
fanatix,operating,Public
Closeup.fm,operating,Public
NeoNan,operating,Private
VYRE Limited,operating,Private
Happy Elements,operating,Private
Total Beauty Media,operating,Public
GlassHouse Technologies,operating,Private
Kyak Interactive,closed,Public
WeddingLovely,operating,Public
SHINE Medical Technologies,operating,Private
Qloud,operating,Private
Productopia,closed,Private
Geneix,operating,Private
Picostorm Code Labs,closed,Public
Metal Networks,operating,Private
Quintiles,operating,Private
P21,operating,Public
Key Cybersecurity,operating,Private
OmnyPay,operating,Private
Scary Mommy,operating,Private
Orteq,operating,Private
Iizuu,operating,Private
Designs by Leonardo,operating,Public
EnergyStone Games 灵石游戏,closed,Private
NanoVasc,operating,Private
LifeCareSim,operating,Private
Ares Commercial Real Estate Corporation,operating,Public
HNNG,closed,Public
Rocky Mountain Oasis,operating,Private
Holographic Projection for Architecture,operating,Private
Fullfact,operating,Private
Laser Motive,operating,Private
Maluuba,operating,Private
Trendyol Group,operating,Private
Promodity,operating,Private
KaraokeSmart.co,operating,Private
SOHM,closed,Public
Utilidata,operating,Private
Solar Pool Technologies,operating,Private
Twinz,operating,Private
Appcara Inc,operating,Public
Plot Projects,operating,Private
OrbFlex,operating,Private
GPredictive GmbH,operating,Public
FanMob,operating,Private
Playmatics,operating,Private
link2golf,operating,Public
MxEnergy,closed,Public
Creditable,operating,Private
NOW Digital,operating,Public
Get 2 It Sales,operating,Public
MentAd,operating,Private
Crowdera Inc.,operating,Private
CCURE,operating,Public
Goop Inc.,operating,Public
MarijuanaStocksIndex.com,operating,Private
GID Group,operating,Public
Bluewater Bio,operating,Private
Queen Sting Films,operating,Private
Kickball Labs,operating,Private
Liftopia,closed,Private
GridIron Systems,operating,Private
Nano3D Biosciences,operating,Private
ArborWind,operating,Private
ProgrammerMeetDesigner.com,operating,Private
PFO Global,operating,Public
Ofercity,closed,Public
VitalTrax,operating,Private
Tideway,operating,Public
ActualSun,operating,Public
Ledge,operating,Public
Novogy,operating,Public
Threshold Pharmaceuticals,operating,Public
Audyssey,operating,Private
ClearFit,operating,Private
Gotye,operating,Private
Welltheon,operating,Public
Avenda Systems,operating,Public
Nextbit Systems,operating,Private
VENDi,operating,Private
DecisionNext,operating,Private
SCYFIX,operating,Public
Storrz,closed,Public
Ontela,operating,Private
Silk Therapeutics,operating,Public
IronPort Systems,operating,Public
A LITTLE WORLD,operating,Private
Industry Weapon,operating,Private
Panna,operating,Private
Redfin,operating,Private
UYA100,operating,Private
SeQuent Scientific,operating,Private
SummitIG,operating,Public
Flite,operating,Private
Miinto Group,operating,Public
University of New England,operating,Public
Jumia,operating,Public
Paper Battery Company,operating,Public
V Wave,operating,Private
K-MOTION Interactive,operating,Private
Social Moov,operating,Private
Phonezoo Communications,operating,Public
AKT,operating,Private
Global Locate,operating,Private
Entomed,operating,Private
Infinity Assurance Solutions,operating,Public
InnaVirVax,operating,Private
Ichiba,closed,Public
AdECN,operating,Public
One Jackson,operating,Public
JWD Machine,operating,Private
HyperWeek,operating,Public
Furie Operating Alaska,operating,Private
The Virtual Reality Company,operating,Private
Zebra Technologies,operating,Public
Kixer,operating,Public
A123 Systems,operating,Private
Global Database,operating,Private
PLC Diagnostics,operating,Public
SomnoMed,operating,Private
Q-Layer,operating,Private
TalentLender,operating,Private
Vital Sensors,operating,Private
storeFlix,operating,Private
GTFO Ventures,operating,Private
"DCMM, LLC",operating,Private
RadPad,operating,Private
Flutura Solutions,operating,Public
Prong,operating,Public
Wongnai,operating,Public
i cubed systems,operating,Private
LocoMobi,operating,Private
Fusion-io,operating,Public
Userbin,operating,Private
Galil Medical,operating,Public
MyToons,closed,Public
Springleaf Therapeutics,closed,Private
Tricida,operating,Private
Puralytics,operating,Public
SunCommon,operating,Private
Bulletproof Group Limited,operating,Public
VirtuOz,operating,Public
Notizza,operating,Private
Rimini Street,operating,Private
ProsperWorks,operating,Private
Active Voice Corporation,operating,Public
Compass Labs,closed,Public
Moresise Bank,operating,Private
Boutir,operating,Public
Actional Garners,closed,Private
RxCentric,closed,Private
Car Clubs,operating,Public
CleanSlate,operating,Private
SuccessFactors,operating,Public
OrangeSlyce,operating,Public
Aggregate Knowledge,operating,Public
NSite Software,operating,Public
TitanFile,operating,Public
videogram,operating,Public
Elecsnet,operating,Public
The Hotel Barter Network,operating,Private
EatAds.com,operating,Private
Umbala,operating,Public
KaritKarma,operating,Private
picsell,operating,Public
DotAlign,operating,Private
Chat Sports,operating,Public
QikServe,operating,Public
Bevii,operating,Public
BitGravity,operating,Private
Digitour Media,operating,Public
iBuyitBetter,operating,Private
Quotient Clinical,operating,Private
Jetpack Workflow,operating,Private
Allele Biotech,operating,Public
Zenph Sound Innovations,closed,Public
Revolve.,operating,Private
Superconductor Technologies,operating,Public
StyleQ,closed,Private
PlaySimple,operating,Private
Newfo,operating,Private
NMB Bank,operating,Private
Durata Therapeutics,operating,Private
Accent,operating,Public
Nuon Therapeutics,operating,Private
Allpix Innovation,closed,Private
OpenBook,operating,Public
Robo Wunderkind,operating,Public
Shanghai Muhe Network Technology,operating,Public
Vinomis Laboratories,operating,Private
Sycelim,operating,Private
Tunepics,operating,Public
Yunzhilian Network Science and Technology Co. ltd,operating,Public
Tropical Skoops,operating,Private
Annapurna Microfinace,operating,Private
AirMap,operating,Public
PLAYSTUDIOS,operating,Private
zipcodemailer.com,closed,Public
Pacific Biosciences,operating,Public
PrivacyCentral,operating,Private
KosherSwitch Technologies,operating,Private
Trintech,operating,Public
Rent frock Repeat,operating,Public
Clipsource,operating,Public
Enlearn,operating,Private
Jobydu,operating,Private
PowWowHR,operating,Public
Western Window Systems,closed,Private
Mejuri,operating,Public
onkea,operating,Public
AppIt Ventures,operating,Public
500Indies,operating,Private
Reha Technology AG,operating,Private
Myrio Solution,operating,Private
Channel Intellect,operating,Private
AdLib Mediation LLC,closed,Public
Conversion Associates,operating,Public
Helicon Therapeutics,operating,Private
Talyst,operating,Private
SeptRx,operating,Public
Studentpreneur,operating,Public
Rad Power Bikes,closed,Private
Airgate International Corporation,operating,Private
Scroll.in,operating,Public
ChapDrive,operating,Private
Addvocate,operating,Public
NextCare,operating,Public
Signicat,operating,Public
threadsy,operating,Public
HAN Benefits Advantage,operating,Public
Answerology,operating,Private
PureWow,operating,Public
StyleTread,operating,Private
Znapshop,closed,Public
RememberIt.com,closed,Private
TranquilMed,closed,Private
CastBridge,closed,Private
Odyssey Logistics & Technology,operating,Private
GLOBALBASED TECHNOLOGIES,operating,Private
Jeeves,operating,Private
VenueJam,operating,Private
Xylitol Canada,operating,Private
Harvest Trends,operating,Public
Enmetric Systems,operating,Private
Silicon Biology,operating,Private
Beaming,operating,Private
VideoSelfie,operating,Public
Scivantage,operating,Private
Sanwu Internet Technology,operating,Public
travayl,operating,Public
Knowledge Nation Inc.,operating,Public
GiftCardsIndia,operating,Public
Surfwax Media,closed,Public
OrbitRemit Global Money Transfer,operating,Public
imedo,operating,Private
OHK Labs,operating,Private
Biorasis,operating,Public
iHealth Labs,operating,Public
Koupon Media,operating,Private
Storm Tactical Products,operating,Public
Rainbow Yard,operating,Public
tic,operating,Private
Yogurtistan,operating,Private
Canvas Networks,closed,Public
Provista Diagnostics,operating,Public
Five Star Technologies,closed,Public
STC AMDEF,operating,Private
TradeBeam,operating,Private
Plated,operating,Public
GenerationStation,operating,Public
Sidense,operating,Public
Everbots,operating,Private
ZappRx,operating,Private
Spinn.Coffee,operating,Private
OggiFinogi,operating,Public
SinDelantal,operating,Public
John Financial & Associates,operating,Public
Accelera,operating,Private
UNIFi Software,operating,Private
Litographs,operating,Public
GoExcursion,operating,Public
Startup Village,operating,Private
Acumera,operating,Public
PlusBlue Solutions,operating,Public
GOODWIN,operating,Private
Netragon,closed,Private
OffSite VISION,operating,Private
XL Hybrids,operating,Public
Helix Micro,closed,Public
3d Vision Systems,operating,Public
Optomec,closed,Public
Corridor Pharmaceuticals,operating,Public
Qlucore,operating,Private
Gap Designs,operating,Private
Skoop,operating,Private
Treebo Hotels,operating,Public
Haoche51.com,operating,Private
Hachiko,operating,Public
Tansa Clean,operating,Public
CureTech,operating,Public
Coin,operating,Private
Noxilizer,operating,Private
Paytrail,operating,Private
WebSafety,operating,Public
TherMark,operating,Public
Red Robot Labs,operating,Private
GrooveJar,operating,Private
BayouGlobal Forex Trading,operating,Public
Clicktree,operating,Public
BONESUPPORT,operating,Private
Hoana Medical,operating,Public
Nanalysis,operating,Public
Hubgets,closed,Private
Captronic Systems,operating,Private
Maverick Wine Group LLC.,operating,Private
weBoost,operating,Public
Coley Pharmaceutical Group,operating,Public
Tuee,operating,Private
GlobalPrint Systems,closed,Public
Medicast,operating,Public
iPixCel,operating,Private
StockonDeals,operating,Public
ReCept Holdings,operating,Public
Softricity,operating,Private
Food Runner,operating,Public
Neck Tie Koozies,operating,Public
Crowdly,operating,Private
Xoft,operating,Private
OneClass,operating,Private
Innovate/Protect,operating,Public
Sherpa Digital Media,operating,Public
Tippr,operating,Private
Ibelem,operating,Public
Summa Health,operating,Public
LocalRealtors.com,operating,Private
LawPadi,closed,Public
Rushmore.fm,operating,Public
Payment plugin,operating,Public
Hoods,operating,Public
Holidu,operating,Private
Landmaster Partners,operating,Private
Innovative Mobility,operating,Private
WithWine,operating,Private
Xochitl (So-Shee) Gold mines,operating,Private
MadeUp,operating,Public
SmartZyme,closed,Public
TVbeat,operating,Private
Kingfish Group,operating,Public
Liquorun,operating,Public
TipCat Interactive 沙舟信息科技,closed,Private
Spectrum Devices,operating,Public
Trustribe,operating,Public
Pepper Networks,operating,Public
PROTEGO,operating,Private
Point Inside,operating,Public
Bacterioscan,operating,Public
VYou,operating,Public
Crowdery,operating,Private
IronCurtain Entertainment,closed,Public
Silvergate Pharmaceuticals,operating,Public
Kelkoo,operating,Public
Makeable,operating,Public
Zenoti,operating,Public
ams AG,operating,Private
The Guild,operating,Private
IQuum,operating,Public
Ionix Medical,operating,Public
DynaPro Publishing Company,operating,Public
zUniversity,operating,Public
Biotz,operating,Public
NOW! Innovations,operating,Public
Referanza,operating,Private
Dynamic Recreation,operating,Private
Virtual DBS,operating,Private
Mirror Digital,operating,Public
Catwalk15,operating,Private
BeMo,operating,Private
Under100,operating,Public
100du.tv,operating,Public
Cambridge Executive Enterprises,closed,Public
Uanbai,operating,Public
Gloss48,operating,Public
NaviMedix,closed,Public
Yoochoose,operating,Private
Garageio,operating,Private
Global Imaging Online,operating,Private
ShopCo,closed,Private
I.T. MOVES IT,operating,Public
Pharos Innovations,operating,Private
New Horizons,operating,Private
"SMARTEDUCATION, LTD.",operating,Public
Ellacoya Networks,operating,Private
Synker,operating,Private
KarmaKey,operating,Public
"Remixation, Inc.",operating,Public
"HerbFront, Inc",operating,Private
"LOCKON CO.,LTD.",operating,Public
Cleaning Exec Cleaning Services,closed,Public
FabFitFun,operating,Private
HappyBox,operating,Private
Discount Ramps,operating,Private
Horizon Discovery,operating,Private
AngioSlide,operating,Public
Tucker Auto-Mation,operating,Public
Blinkit,operating,Public
Uepaa,operating,Public
FX Aligned,closed,Private
SerbisU,operating,Private
Zostel,operating,Private
Tapster,operating,Private
Kokoroe,operating,Public
"RoomKey Technologies, Inc.",operating,Private
LendingStar,operating,Private
Angiodroid,operating,Private
Saint Luke's Foundation,operating,Public
LikeWhere,operating,Private
Protalix BioTherapeutics,operating,Public
VideoClix,operating,Public
Crack,operating,Private
PlayFilm,operating,Public
X-Nav Technologies,operating,Public
SavingGlobal,operating,Public
ResearchWe,operating,Private
Perlecan Pharma,closed,Public
Matcha,operating,Public
Fieldbook,operating,Public
Golden Gateway Financial,closed,Private
Bostwick Laboratories,operating,Public
Netaxs Internet Services,operating,Public
Sr.Pago,operating,Private
FlashFunders,operating,Public
Tibion Bionic Technologies,operating,Public
Instant AV,operating,Public
Pantech,operating,Private
Teritree Technologies,operating,Public
Above Security,operating,Private
Freebee,operating,Private
Monkimun,operating,Public
Sporterpilot,operating,Private
Accera,operating,Public
When I Work,operating,Public
Solar Flow-Through,operating,Public
BitArts Labs,closed,Private
"Throne VIP, Inc.",operating,Public
SRC Computers,operating,Public
Albeo Technologies,operating,Public
24me,operating,Public
Spark Therapeutics,operating,Public
Browns-Hall Gardner,operating,Private
Impraise,operating,Private
QuietStream Financial,operating,Public
Edúkame,operating,Private
Sneeky,operating,Private
iNovo Broadband,operating,Private
Smartcare,operating,Private
Carmenta Bioscience,operating,Private
"Crossboard Mobile (Formerly Pontiflex, Inc.)",operating,Private
Re.Mu,operating,Public
oneQube,operating,Private
Clifford Thames,operating,Public
SurDoc,operating,Private
Lane,operating,Private
Wizeline,operating,Public
Smartairtrip,operating,Public
Entigral Systems,operating,Private
HotelRunner,operating,Private
Bin1 ATE,operating,Public
IDX Corp,operating,Private
NightStay,operating,Private
Lattice Voice Technologies,operating,Private
Vaxxas,operating,Public
Delvetica,operating,Public
Evostor,operating,Public
iYogi,operating,Public
IC Solutions,operating,Public
iLoveVideo.tv - passionately powered by castaclip GmbH,operating,Private
Anova Culinary,operating,Public
Kindstar Global (Beijing) Medicine Technology,operating,Private
ApeniMED,operating,Public
Bundlr,operating,Public
Vanguard Dealer Services,operating,Private
Semafone,operating,Public
Envenergy,operating,Public
RadLogics,operating,Private
Pibox,closed,Public
"BagnaCauda Co., Ltd.",operating,Public
Positronics,operating,Public
OR Productivity,operating,Private
Avant,operating,Public
Btarget,operating,Private
ExtractAlpha,operating,Private
Garmor,operating,Private
FatPipe,operating,Private
Joppel,operating,Public
EEWORX,operating,Public
Earth Med,operating,Private
Dark Skull Studios,operating,Public
Ploonge,operating,Public
PebblePost,operating,Private
Adatao,operating,Private
Getup Cloud,operating,Public
Stickybits,closed,Public
United Biosource Corporation,operating,Public
SportsLock,operating,Public
Applauze,operating,Public
Erydel,operating,Private
NextImage Medical,operating,Private
Batterii,operating,Private
Eventcheq,operating,Private
ELVPHD,operating,Private
TrueView,operating,Public
Vivocha,operating,Public
Vigilix,operating,Private
Park Designs,operating,Public
Tappp,operating,Private
BIZZBY,operating,Public
iBiquity Digital Corporation,operating,Public
Meludia,operating,Public
Nanorex,closed,Private
Zmorph,operating,Public
Cuponomia,operating,Public
PrimeSense,operating,Private
InvestCloud,operating,Private
Beckom Investment Group,operating,Public
PeoplePerHour.com,operating,Public
Derbywire,operating,Private
Sensbeat,operating,Public
PolyInnovations,operating,Private
NovaDigm Therapeutics,operating,Public
Citymapper Limited,operating,Private
LocaModa,operating,Private
OptiMine Software,operating,Private
Wintermute,operating,Private
Wizzard Software,operating,Private
Wistone,operating,Private
Citizengine,operating,Private
Crashmob,operating,Private
"Paradigm4, inc.",operating,Private
PacketTrap Networks,operating,Public
Moverati,closed,Public
Xtelligent Media,operating,Public
Wine in Black,operating,Private
Ecofoot,operating,Private
AudioCatch,operating,Private
Shearwater International,closed,Private
CPAP TotalCare,operating,Private
Hubskip,operating,Private
Conductor,operating,Private
RealConnex.com,operating,Public
PetSmart,operating,Private
Golf121,operating,Private
Myer,operating,Public
Gameyeeeah,operating,Public
eVoter,closed,Private
Matchalarm,operating,Private
Cards Off,operating,Public
"Broncus Technologies, Inc.",operating,Public
Beeken Biomedical,operating,Public
Microblr,operating,Public
eBooks in Motion,operating,Private
ProspectNow,operating,Private
Scrybe,closed,Public
Traackr,operating,Private
Play With Pictures / HangPic,closed,Public
Birdi,operating,Public
rag & bone,operating,Private
Hidden City Games,closed,Private
Clearpath Robotics,operating,Public
Hot Mix Mobile,operating,Private
Ticket Hoy,operating,Public
Pomogatel,closed,Private
Pipelinefx,operating,Private
ITango,closed,Public
DiscountIF,operating,Private
Liiiike,operating,Private
Bourn Hall Clinic,operating,Private
Stockroom,operating,Private
Pareto Biotechnologies,operating,Private
Vormetric,operating,Private
Videoink,operating,Public
DeliveryChef.in,operating,Public
HLR Properties,operating,Private
Altatech,operating,Public
PROVECTUS PHARMACEUTICALS,operating,Private
Big Data for Humans,operating,Public
Blitz X Performance Instruments,operating,Private
FaceCake Marketing Technologies,operating,Public
mobiManage,operating,Private
BiPar Sciences,operating,Public
Ntensify,closed,Public
Goodybag,operating,Public
Who-Sells-it.com,operating,Public
FarmFresh,closed,Public
BombBomb,operating,Public
Rajant Corporation,operating,Private
Snootlab,operating,Public
Actimize,operating,Private
Marerua Ltda,operating,Public
Sandbox Studio,operating,Public
Cutting Edge Wheels,operating,Public
Excel Manufacturing,operating,Private
Trekurious,operating,Public
OOSM,operating,Public
Sustaination,operating,Private
"Compath Me, Inc.",operating,Public
"Kong Studios, Inc.",operating,Public
Stockpulse,operating,Public
Argos Risk,operating,Public
Orbster,operating,Private
Xingshuai Teach,operating,Private
Mode Media (fka Glam Media),operating,Public
Avantium Technologies,operating,Public
AML Superconductivity and Magnetics,operating,Private
Capevo,operating,Private
Lit Building Directory,operating,Private
Entertainment Media Works,closed,Private
NutriMe,operating,Public
KartRocket,operating,Public
Yugma,operating,Public
Courion Corporation,operating,Public
Monkey Bizness,operating,Public
Insulet,operating,Public
Pure Networks,operating,Public
CarSight,operating,Private
Spectrum Bridge,operating,Public
octoScope,operating,Private
Atlantic Excavation Demolition & Grading,operating,Private
XIHA,operating,Private
SPI Labs (Smart Podcast Player),operating,Private
Kik,operating,Private
Handprint,operating,Private
Virtusize,operating,Public
Altrec.com,operating,Private
Abios Gaming,closed,Private
Aragon Surgical,operating,Private
Black Drumm,operating,Private
SweetIQ Analytics,operating,Public
Fosbury,operating,Private
SpinTheCam,closed,Private
Wicom Communications,operating,Private
Balerin.com,operating,Public
Invisible Puppy,operating,Private
GATR Technologies,operating,Private
Enservco Corporation,operating,Private
OncoHealth,operating,Public
Inline.me,operating,Private
NextRequest,operating,Private
E.I.S. Aircraft,operating,Private
Storymix Media,operating,Private
Broken Envelope Productions,operating,Private
Prism Skylabs,operating,Private
Dropcam,operating,Private
SidePrize,operating,Private
Send Word Now,operating,Public
Cinelan,operating,Private
Vuevent Inc.,operating,Public
HubChilla,closed,Private
Humanoid,operating,Private
Rustoria,closed,Private
DBS Communications,operating,Private
Space Race,operating,Public
Selfless,operating,Private
Hotelscan,operating,Private
Imprint Energy,operating,Public
MotionPoint,operating,Public
Warm Health,operating,Private
Vertex Energy,operating,Private
Playful Data,operating,Public
Voci Technologies,operating,Private
Dhruva,operating,Public
Polybiotics,operating,Public
Renaissance Factory,operating,Public
BladeLogic,operating,Private
theeventwall,operating,Public
SurIDx,operating,Public
Videopixie,operating,Private
InnerRewards,closed,Public
MetaChannels,operating,Private
Crate.IO,operating,Private
CafeMom,operating,Private
Okeanos Technologies,closed,Public
Human Genome Research Institutes,operating,Public
Outside.in,operating,Private
Kimeltu,operating,Public
ADEA Cutters,operating,Private
Spaulding Clinical Research,operating,Private
Jobzella,operating,Public
Selero,operating,Private
Envia Systems,operating,Private
London Union,closed,Public
GameMaki,operating,Public
Lignol,closed,Private
nxtControl,operating,Private
Screenie,operating,Public
Automation Alley,operating,Public
Tara Systems,operating,Public
Solar Earth Inc,operating,Private
VoulezVousDiner,operating,Private
QuotaDeck,operating,Public
OpenRoad Integrated Media,operating,Public
Hacker Target Pty Ltd,operating,Private
TouchBase Technologies,operating,Private
Topsfield Medical GmbH,operating,Public
Rysto,operating,Public
Primedic,operating,Public
Koofers,operating,Private
Peak Positioning Technologies,operating,Public
EUROgenyx,operating,Public
Rutgers University,operating,Private
Social Plus,operating,Public
nooked,operating,Private
Xinyi Network,operating,Private
GAMEin30,operating,Public
Panelfly,closed,Private
Ramen,operating,Private
ArcherMind Technology,operating,Private
Pose,operating,Private
Lyatiss,operating,Public
Leeo,operating,Private
Ztory,operating,Private
Coco Communications,operating,Private
ricardo Group,operating,Public
Epuramat,operating,Private
HubHub,operating,Public
Revver,operating,Private
Knome,operating,Private
Zume Life,closed,Private
Envisia Therapeutics,operating,Private
Flashback Technologies,operating,Public
Numerous,operating,Private
Eveningflavors.com,operating,Private
beModel,operating,Private
"PFITR, LLC",operating,Private
TapBlaze,operating,Private
MENA PRESTIGE,operating,Private
LatamLeap,operating,Private
MobStac,operating,Public
500Friends,operating,Public
Home-Account,operating,Private
ProMed,operating,Private
AVST,operating,Private
Humagade,operating,Public
Describe It,operating,Public
Eribis Pharmaceuticals,closed,Public
Capture Educational Consulting Services,operating,Public
Klinq,operating,Private
Womply,operating,Public
Midwest New Beginnings,operating,Public
MartMobi Technologies,operating,Private
Bandspeed,operating,Private
Adapt Technologies,operating,Private
Hornet Networks,operating,Public
BIOSAFE,operating,Public
VinePair,operating,Private
Hrmatches.com,operating,Private
BluePoint Security™,operating,Private
Trusight,operating,Private
JAZZ TECHNOLOGIES,operating,Private
CRITICAL TECHNOLOGIES,operating,Public
ProHatch,operating,Public
Applied BioMath,operating,Private
Epazz,operating,Private
Qlika,operating,Public
Ambient Control Systems,operating,Public
Vixlo,operating,Private
ThirdLove,operating,Private
Full Throttle Indoor Kart Racing,operating,Private
Zaycon Fresh,operating,Public
Total Immersion,operating,Public
Novatris,operating,Public
Celox Networks,closed,Private
my4oneone,operating,Private
Driveway Software,operating,Public
Nire iHealth,operating,Private
BeaconsInSpace,operating,Public
TextMaster,operating,Private
MR3Health,operating,Private
Tuition.io,operating,Public
Future Vision Energy,operating,Public
Cellumen,closed,Private
B2M Solutions,operating,Public
OnlineSheetMusic,operating,Private
Secusmart,operating,Public
NavSemi Energy,operating,Private
Form.io,closed,Private
Stylehive,operating,Public
TapRoot Systems,operating,Public
Aaron Andrews Apparel,operating,Public
Revuze,operating,Public
Tindie,operating,Private
Anglo Andino Group,operating,Private
